Primary Type,Description,Arrest,Beat,Community Area,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,2031,4,,
BATTERY,SIMPLE,FALSE,1921,5,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,332,43,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,2033,3,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,214,38,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1533,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,823,66,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,FALSE,1424,24,,
BURGLARY,FORCIBLE ENTRY,FALSE,421,43,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1612,10,,
BATTERY,SIMPLE,FALSE,1612,10,,
BATTERY,SIMPLE,FALSE,1914,3,,
THEFT,OVER $500,FALSE,2223,73,,
BATTERY,SIMPLE,FALSE,1824,8,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2012,4,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1824,8,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,FALSE,934,61,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,724,68,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,912,59,,
BATTERY,SIMPLE,FALSE,2213,73,,
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,FALSE,613,71,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,1713,14,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1824,8,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,724,68,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1121,23,,
CRIMINAL TRESPASS,TO LAND,FALSE,833,70,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1115,26,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1131,26,,
THEFT,OVER $500,FALSE,824,63,,
THEFT,RETAIL THEFT,FALSE,113,32,,
ROBBERY,ARMED: HANDGUN,FALSE,714,67,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1413,22,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1031,30,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,732,68,,
CRIMINAL TRESPASS,TO LAND,TRUE,1811,7,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2233,49,,
ASSAULT,SIMPLE,FALSE,2233,49,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,734,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1122,23,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,831,66,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1733,16,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,2211,74,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1623,15,,
BATTERY,SIMPLE,TRUE,2432,1,,
CRIMINAL TRESPASS,TO LAND,FALSE,131,33,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,831,66,,
THEFT,OVER $500,FALSE,2431,1,,
THEFT,$500 AND UNDER,FALSE,211,35,,
THEFT,$500 AND UNDER,FALSE,131,33,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1733,16,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,413,48,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1215,24,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,2511,18,,
SEX OFFENSE,ATT CRIM SEXUAL ABUSE,FALSE,2515,19,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,214,36,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,421,43,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,TRUE,725,67,,
ROBBERY,ARMED: HANDGUN,FALSE,711,68,,
ARSON,BY FIRE,FALSE,421,43,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1732,21,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,212,36,,
THEFT,$500 AND UNDER,FALSE,2212,75,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,423,46,,
THEFT,OVER $500,FALSE,925,61,,
BURGLARY,FORCIBLE ENTRY,FALSE,1822,8,,
BATTERY,SIMPLE,TRUE,2232,49,,
THEFT,OVER $500,FALSE,1831,8,,
THEFT,POCKET-PICKING,FALSE,2431,1,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,323,69,,
NARCOTICS,POSS: BARBITUATES,TRUE,923,63,,
OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,TRUE,1013,29,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,712,68,,
ASSAULT,SIMPLE,FALSE,2031,4,,
THEFT,RETAIL THEFT,FALSE,1232,28,,
THEFT,$500 AND UNDER,FALSE,1911,4,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1112,23,,
CRIMINAL TRESPASS,TO LAND,TRUE,1935,7,,
THEFT,FROM BUILDING,FALSE,1812,7,,
THEFT,OVER $500,FALSE,2522,19,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1135,27,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,FALSE,321,42,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1132,26,,
BATTERY,SIMPLE,FALSE,113,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1011,29,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1111,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,414,43,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1221,24,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1115,26,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,522,53,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,522,53,,
THEFT,OVER $500,FALSE,334,43,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1622,11,,
THEFT,OVER $500,FALSE,1724,14,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1133,29,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1234,31,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1412,21,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1011,29,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1932,7,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,FALSE,1121,23,,
ASSAULT,AGGRAVATED: HANDGUN,TRUE,633,44,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,921,58,,
THEFT,$500 AND UNDER,FALSE,823,65,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2514,19,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,FALSE,724,67,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1431,22,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,821,58,,
THEFT,OVER $500,FALSE,2512,19,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1112,23,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,714,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1224,28,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,811,56,,
THEFT,$500 AND UNDER,FALSE,1432,22,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1013,30,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,1621,12,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1621,12,,
BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,FALSE,734,67,,
LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,TRUE,831,66,,
THEFT,OVER $500,FALSE,2512,19,,
ROBBERY,ARMED: HANDGUN,FALSE,1223,28,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1131,26,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,833,65,,
ROBBERY,ARMED: HANDGUN,FALSE,214,38,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,923,63,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,1831,8,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2033,3,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,924,61,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,915,60,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,724,68,,
THEFT,FROM BUILDING,FALSE,1831,8,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,TRUE,1411,22,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,424,46,,
BATTERY,SIMPLE,TRUE,1135,28,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,631,44,,
THEFT,OVER $500,FALSE,1811,7,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,822,63,,
BURGLARY,FORCIBLE ENTRY,FALSE,1633,15,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,915,60,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,FALSE,2213,73,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,913,60,,
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,FALSE,2514,19,,
ARSON,BY FIRE,FALSE,1034,30,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,2531,25,,
THEFT,$500 AND UNDER,FALSE,313,42,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,414,43,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,421,43,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,725,67,,
ASSAULT,SIMPLE,FALSE,234,41,,
BATTERY,SIMPLE,FALSE,822,65,,
ASSAULT,SIMPLE,FALSE,431,51,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,321,69,,
CRIMINAL TRESPASS,TO LAND,TRUE,1632,17,,
ROBBERY,ARMED: HANDGUN,FALSE,632,44,,
THEFT,OVER $500,FALSE,1831,8,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,214,38,,
BATTERY,SIMPLE,FALSE,1111,23,,
ROBBERY,ARMED: HANDGUN,FALSE,222,39,,
BATTERY,SIMPLE,FALSE,2221,73,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,214,38,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1434,24,,
BATTERY,SIMPLE,FALSE,2422,1,,
OTHER OFFENSE,VIOLATION OF SMOKING BAN,TRUE,825,66,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,FALSE,1032,30,,
THEFT,$500 AND UNDER,FALSE,621,71,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,621,71,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,813,62,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,522,53,,
BURGLARY,FORCIBLE ENTRY,FALSE,531,50,,
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,FALSE,512,50,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2534,20,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,2534,20,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1723,14,,
THEFT,$500 AND UNDER,TRUE,131,33,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1531,25,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,TRUE,1931,7,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1933,6,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1933,6,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,634,49,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1712,14,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,FALSE,523,53,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1622,15,,
THEFT,$500 AND UNDER,FALSE,824,63,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2521,19,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,533,54,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1132,26,,
ASSAULT,SIMPLE,FALSE,513,50,,
NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,TRUE,1115,26,,
ASSAULT,SIMPLE,FALSE,612,71,,
BATTERY,AGG PO HANDS NO/MIN INJURY,TRUE,413,48,,
ROBBERY,ARMED: HANDGUN,FALSE,623,44,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2524,20,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,FALSE,1124,27,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2011,2,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1013,30,,
THEFT,$500 AND UNDER,FALSE,1214,28,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,FALSE,1413,22,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,923,63,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,814,56,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,2222,73,,
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,FALSE,511,49,,
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,FALSE,2023,77,,
NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,TRUE,1115,26,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,2213,73,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,FALSE,1512,25,,
THEFT,OVER $500,FALSE,234,41,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,212,36,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,112,32,,
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,TRUE,434,51,,
THEFT,$500 AND UNDER,FALSE,113,32,,
THEFT,$500 AND UNDER,FALSE,1811,7,,
ASSAULT,SIMPLE,FALSE,1034,31,,
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,FALSE,2523,20,,
ASSAULT,SIMPLE,FALSE,332,43,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1712,14,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1511,25,,
ROBBERY,ARMED: HANDGUN,FALSE,735,67,,
BURGLARY,FORCIBLE ENTRY,FALSE,824,63,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1712,14,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1833,8,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,715,67,,
THEFT,OVER $500,FALSE,2511,19,,
THEFT,OVER $500,FALSE,1224,28,,
ASSAULT,SIMPLE,FALSE,611,71,,
THEFT,ATTEMPT THEFT,FALSE,1832,8,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,112,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,324,43,,
BURGLARY,FORCIBLE ENTRY,FALSE,221,39,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1723,14,,
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,TRUE,414,43,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,421,43,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,833,65,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,831,66,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1113,25,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1131,26,,
THEFT,RETAIL THEFT,TRUE,412,48,,
ASSAULT,SIMPLE,FALSE,2424,1,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1523,25,,
THEFT,$500 AND UNDER,FALSE,323,69,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,314,42,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1212,24,,
THEFT,$500 AND UNDER,FALSE,2511,19,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,915,34,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,524,53,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1733,16,,
INTIMIDATION,INTIMIDATION,FALSE,833,65,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1221,23,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1531,25,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,FALSE,1923,6,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1135,27,,
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,FALSE,633,44,,
THEFT,FROM BUILDING,FALSE,332,43,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,131,33,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,2514,19,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,331,43,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,523,53,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,723,68,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,223,39,,
THEFT,$500 AND UNDER,FALSE,2512,18,,
BURGLARY,FORCIBLE ENTRY,FALSE,231,40,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,812,64,,
THEFT,FROM BUILDING,FALSE,1651,76,,
THEFT,RETAIL THEFT,TRUE,112,32,,
ASSAULT,SIMPLE,FALSE,2533,25,,
ROBBERY,ARMED: HANDGUN,FALSE,1723,16,,
THEFT,RETAIL THEFT,TRUE,112,32,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1411,21,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,532,53,,
THEFT,$500 AND UNDER,FALSE,1633,15,,
THEFT,$500 AND UNDER,FALSE,1923,6,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,423,46,,
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,1122,26,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2024,3,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,122,32,,
ROBBERY,ARMED: HANDGUN,FALSE,2232,73,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,231,40,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,832,66,,
ROBBERY,ARMED: HANDGUN,FALSE,511,49,,
BATTERY,SIMPLE,FALSE,131,33,,
THEFT,RETAIL THEFT,FALSE,111,32,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,FALSE,1125,27,,
THEFT,RETAIL THEFT,TRUE,833,65,,
BATTERY,SIMPLE,FALSE,1531,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,232,40,,
BATTERY,SIMPLE,TRUE,323,69,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2422,1,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,221,39,,
BATTERY,SIMPLE,FALSE,312,69,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,913,60,,
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,TRUE,735,67,,
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,1523,25,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,712,68,,
BURGLARY,FORCIBLE ENTRY,FALSE,922,58,,
BURGLARY,UNLAWFUL ENTRY,FALSE,324,43,,
BURGLARY,UNLAWFUL ENTRY,FALSE,932,61,,
BATTERY,SIMPLE,FALSE,624,69,,
NARCOTICS,FOUND SUSPECT NARCOTICS,TRUE,122,32,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,414,43,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,813,65,,
BURGLARY,FORCIBLE ENTRY,FALSE,613,71,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,915,60,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,912,59,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,513,50,,
ASSAULT,SIMPLE,FALSE,1031,30,,
THEFT,FROM BUILDING,FALSE,2223,73,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,424,46,,
BATTERY,SIMPLE,FALSE,231,40,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,833,65,,
THEFT,FROM BUILDING,FALSE,814,56,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,724,67,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1123,27,,
ASSAULT,AGG PO HANDS NO/MIN INJURY,TRUE,512,49,,
ASSAULT,AGGRAVATED: HANDGUN,TRUE,624,69,,
ASSAULT,SIMPLE,FALSE,834,70,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1524,25,,
CRIMINAL TRESPASS,TO VEHICLE,FALSE,1935,7,,
THEFT,$500 AND UNDER,FALSE,1712,13,,
THEFT,$500 AND UNDER,FALSE,422,46,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2234,75,,
CRIMINAL TRESPASS,TO LAND,TRUE,912,59,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,833,65,,
BURGLARY,FORCIBLE ENTRY,FALSE,1613,10,,
ROBBERY,AGGRAVATED,FALSE,2535,23,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1531,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,824,66,,
THEFT,FROM BUILDING,FALSE,1821,8,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,FALSE,631,44,,
THEFT,FROM BUILDING,FALSE,112,32,,
CRIMINAL TRESPASS,TO LAND,TRUE,332,43,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,614,71,,
THEFT,OVER $500,FALSE,314,42,,
NARCOTICS,POSS: HEROIN(BRN/TAN),TRUE,412,45,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,734,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1422,23,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2515,19,,
THEFT,$500 AND UNDER,FALSE,114,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,722,68,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1823,8,,
THEFT,$500 AND UNDER,FALSE,1214,24,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,332,43,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1922,6,,
ASSAULT,AGGRAVATED: OTHER FIREARM,FALSE,1513,25,,
CRIMINAL TRESPASS,TO VEHICLE,TRUE,1011,29,,
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,TRUE,715,67,,
BATTERY,SIMPLE,FALSE,712,68,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1112,23,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2432,1,,
THEFT,OVER $500,FALSE,1824,8,,
THEFT,$500 AND UNDER,FALSE,924,61,,
BATTERY,SIMPLE,FALSE,122,32,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1134,27,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2531,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1133,27,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,2213,72,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,925,37,,
CRIMINAL TRESPASS,TO LAND,TRUE,1131,26,,
THEFT,$500 AND UNDER,FALSE,1723,14,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1723,16,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,414,43,,
THEFT,RETAIL THEFT,TRUE,111,32,,
THEFT,FROM BUILDING,FALSE,111,32,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,FALSE,1522,25,,
BATTERY,SIMPLE,FALSE,1522,25,,
THEFT,OVER $500,FALSE,2413,2,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1012,29,,
OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,FALSE,522,53,,
NARCOTICS,FOUND SUSPECT NARCOTICS,TRUE,1131,26,,
LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,TRUE,2411,2,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,833,65,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,223,38,,
THEFT,$500 AND UNDER,FALSE,723,68,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1713,14,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,311,40,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1731,16,,
ROBBERY,ARMED: HANDGUN,FALSE,632,44,,
PROSTITUTION,SOLICIT ON PUBLIC WAY,TRUE,814,56,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1533,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,921,58,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2413,2,,
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FALSE,411,45,,
KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,FALSE,1834,8,,
SEX OFFENSE,CRIMINAL SEXUAL ABUSE,FALSE,1511,25,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1914,3,,
THEFT,$500 AND UNDER,TRUE,1112,23,,
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,1012,29,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,111,32,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,524,53,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1531,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1423,24,,
THEFT,FROM BUILDING,FALSE,1821,8,,
ASSAULT,SIMPLE,FALSE,1222,27,,
ASSAULT,SIMPLE,FALSE,2431,1,,
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,FALSE,2433,77,,
THEFT,$500 AND UNDER,FALSE,1531,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,922,58,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1731,16,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,522,53,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1014,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1821,8,,
BURGLARY,UNLAWFUL ENTRY,FALSE,321,42,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2233,49,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1235,31,,
ARSON,BY FIRE,FALSE,1631,17,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1631,17,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1733,21,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2232,73,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,711,68,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,2412,2,,
